,Last,First,Play Time,Minutes,Seconds,Goals,Shots,Action Goals,Action Shots,Center Goals,Center Shots,Drive Goals,Drive Shots,Extra Goals,Extra Shots,Foul Goals,Foul Shots,6MF Goals,6MF Shots,PS Goals,PS Shots,CA Goals,CA Shots,TF,ST,RB,BL,SP Won,SP Attempts,CP EX,FP EX,DS EX,M6 EX,CS EX,DE,P EX,Total EX,Team,Opponent,Outcome,stat_type
448,JAKSIC,Nikola,13:13,13.0,13.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,2.0,SRB,AUS,W,Player
449,FILIPOVIC,Filip,22:50,22.0,50.0,1.0,2.0,0.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,1.0,0.0,1.0,,,,,,,,0.0,SRB,AUS,W,Player
450,PRLAINOVIC,Andri a,18:51,18.0,51.0,2.0,4.0,0.0,1.0,,,,,1.0,1.0,,,,,,,1.0,2.0,,,,2.0,,,,,,,,,1.0,1.0,SRB,AUS,W,Player
451,MITROVIC,Stefan,18:15,18.0,15.0,1.0,2.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,1.0,SRB,AUS,W,Player
452,MITROVIC,Branislav,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,SRB,AUS,W,Player
453,,,,,,14.0,25.0,4.0,10.0,1.0,3.0,,,6.0,7.0,0.0,1.0,,,2.0,2.0,1.0,2.0,4.0,7.0,1.0,8.0,1.0,4.0,6.0,1.0,,,2.0,,2.0,11.0,SRB,AUS,W,Team
454,HRYSANTHOS,Anthony,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,0.0,AUS,SRB,L,Player
455,CAMPBELL,Richard,21:22,21.0,22.0,1.0,4.0,1.0,3.0,,,,,0.0,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,AUS,SRB,L,Player
456,FORD,George,4:30,4.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,3.0,AUS,SRB,L,Player
457,TOMASEVIC,Goran,13:11,13.0,11.0,1.0,2.0,,,0.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,AUS,SRB,L,Player
458,POWER,Nathan,14:23,14.0,23.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,2.0,,,,,,,2.0,AUS,SRB,L,Player
459,EDWARDS,Lachlan Robert,18:26,18.0,26.0,1.0,2.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,0.0,AUS,SRB,L,Player
460,ROACH,Aidan,20:59,20.0,59.0,1.0,3.0,0.0,2.0,,,,,,,,,,,1.0,1.0,,,,,2.0,,,,2.0,,,,,,,2.0,AUS,SRB,L,Player
461,YOUNGER,Aaron,24:44,24.0,44.0,1.0,4.0,0.0,3.0,,,,,1.0,1.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,0.0,AUS,SRB,L,Player
462,FORD,Andrew,19:27,19.0,27.0,1.0,6.0,0.0,4.0,,,,,1.0,1.0,0.0,1.0,,,,,,,,,1.0,,0.0,1.0,,,,,,,,0.0,AUS,SRB,L,Player
463,PUTT,Timothy Francis,12:14,12.0,14.0,0.0,2.0,0.0,1.0,,,,,0.0,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,2.0,AUS,SRB,L,Player
464,HOWDEN,Rhys,21:43,21.0,43.0,0.0,3.0,0.0,2.0,,,,,,,,,,,0.0,1.0,,,,,2.0,,3.0,3.0,,,,,,,,0.0,AUS,SRB,L,Player
465,EDWARDS,Blake,21:01,21.0,1.0,2.0,5.0,1.0,2.0,,,,,1.0,3.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,0.0,AUS,SRB,L,Player
466,,,,,,8.0,32.0,3.0,18.0,0.0,2.0,,,4.0,9.0,0.0,1.0,,,1.0,2.0,,,7.0,9.0,10.0,3.0,3.0,4.0,8.0,,,,,,2.0,10.0,AUS,SRB,L,Team
467,KANDIC,Slaven,16:00,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,MNE,KAZ,W,Player
468,BRGULJAN,Drasko,21:15,21.0,15.0,4.0,5.0,3.0,3.0,,,,,1.0,1.0,,,,,0.0,1.0,,,,3.0,2.0,2.0,2.0,3.0,,,,,,,,0.0,MNE,KAZ,W,Player
469,PERKOVIC,Miroslav,14:34,14.0,34.0,4.0,7.0,1.0,1.0,3.0,6.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.0,MNE,KAZ,W,Player
470,PETKOVIC,Marko,24:34,24.0,34.0,2.0,4.0,0.0,1.0,,,,,1.0,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,,,0.0,MNE,KAZ,W,Player
471,CUCKOVIC,Uros,12:49,12.0,49.0,1.0,3.0,,,,,,,1.0,2.0,0.0,1.0,,,,,,,2.0,3.0,,,,,1.0,,,,,,,1.0,MNE,KAZ,W,Player
472,POPADIC,Vlado,17:25,17.0,25.0,1.0,2.0,1.0,1.0,,,,,0.0,1.0,,,,,,,,,,1.0,,,,,2.0,1.0,,,,,,3.0,MNE,KAZ,W,Player
473,VIDOVIC,Stefan,20:34,20.0,34.0,1.0,2.0,,,,,,,1.0,2.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,2.0,MNE,KAZ,W,Player
474,UKROPINA,Aleksa,21:46,21.0,46.0,0.0,3.0,0.0,2.0,,,,,,,,,,,,,0.0,1.0,,2.0,,1.0,1.0,1.0,,2.0,,,,,,2.0,MNE,KAZ,W,Player
475,IVOVIC,Aleksandar,19:44,19.0,44.0,4.0,4.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,2.0,1.0,,,,1.0,,,,,,,1.0,MNE,KAZ,W,Player
476,MATKOVIC,Dusan,21:51,21.0,51.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,2.0,,,,,,,2.0,MNE,KAZ,W,Player
477,BANICEVIC,Dusan,17:28,17.0,28.0,1.0,2.0,,,1.0,1.0,,,0.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,0.0,MNE,KAZ,W,Player
478,TESANOVIC,Petar,16:00,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,MNE,KAZ,W,Player
479,,,,,,19.0,33.0,6.0,9.0,4.0,7.0,1.0,1.0,5.0,9.0,0.0,1.0,,,2.0,3.0,1.0,3.0,5.0,12.0,3.0,4.0,3.0,4.0,7.0,4.0,,,,,,11.0,MNE,KAZ,W,Team
480,MEDVEDEV,Yevgeniy,19:30,19.0,30.0,2.0,6.0,2.0,2.0,,,,,0.0,3.0,0.0,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,KAZ,MNE,L,Player
481,AUBAKIROV,Miras,17:37,17.0,37.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,1.0,,1.0,,,,,1.0,2.0,KAZ,MNE,L,Player
482,MARKOVIC,Dusan,14:24,14.0,24.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,1.0,3.0,KAZ,MNE,L,Player
483,SHMIDER,Alexey,19:26,19.0,26.0,2.0,3.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,0.0,KAZ,MNE,L,Player
484,ARTYUKH,Danil,9:28,9.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,KAZ,MNE,L,Player
485,SHAKENOV,Murat,21:31,21.0,31.0,2.0,4.0,1.0,2.0,,,,,1.0,2.0,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,1.0,KAZ,MNE,L,Player
486,VUKSANOVIC,Srdan,28:36,28.0,36.0,2.0,4.0,1.0,2.0,,,,,1.0,2.0,,,,,,,,,,2.0,1.0,,0.0,1.0,,,,,,,,0.0,KAZ,MNE,L,Player
487,UKUMANOV,Rustam,17:03,17.0,3.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,1.0,,1.0,,,,2.0,1.0,,,,,,3.0,KAZ,MNE,L,Player
488,RUDAY,Mikhail,16:06,16.0,6.0,3.0,3.0,,,,,,,2.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,0.0,KAZ,MNE,L,Player
489,ALTAYEV,Altay,15:54,15.0,54.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,KAZ,MNE,L,Player
490,SHVEDOV,Stanislav,12:25,12.0,25.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,2.0,,,0.0,1.0,,,,,,,1.0,1.0,KAZ,MNE,L,Player
491,LIPILIN,Pavel,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,KAZ,MNE,L,Player
492,,,,,,12.0,25.0,5.0,11.0,1.0,1.0,,,5.0,11.0,0.0,1.0,,,,,1.0,1.0,5.0,7.0,5.0,,1.0,4.0,6.0,2.0,,1.0,,,3.0,12.0,KAZ,MNE,L,Team
493,HRYSANTHOS,Anthony,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,AUS,ESP,L,Player
494,CAMPBELL,Richard,26:01,26.0,1.0,0.0,5.0,0.0,3.0,,,,,0.0,1.0,,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,0.0,AUS,ESP,L,Player
495,FORD,George,7:51,7.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,AUS,ESP,L,Player
496,TOMASEVIC,Goran,10:53,10.0,53.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,0.0,AUS,ESP,L,Player
497,POWER,Nathan,18:29,18.0,29.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,2.0,,,,,,,2.0,AUS,ESP,L,Player
498,EDWARDS,Lachlan Robert,13:07,13.0,7.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,2.0,AUS,ESP,L,Player
499,ROACH,Aidan,27:46,27.0,46.0,1.0,5.0,0.0,3.0,,,,,1.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,0.0,AUS,ESP,L,Player
500,YOUNGER,Aaron,24:42,24.0,42.0,2.0,6.0,0.0,2.0,,,,,2.0,4.0,,,,,,,,,,,2.0,,,,,,,1.0,,,1.0,2.0,AUS,ESP,L,Player
501,FORD,Andrew,13:57,13.0,57.0,0.0,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,AUS,ESP,L,Player
502,PUTT,Timothy Francis,8:58,8.0,58.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,2.0,AUS,ESP,L,Player
503,HOWDEN,Rhys,17:51,17.0,51.0,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,4.0,2.0,1.0,,,,,,3.0,AUS,ESP,L,Player
504,EDWARDS,Blake,22:25,22.0,25.0,2.0,6.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,0.0,AUS,ESP,L,Player
505,,,,,,5.0,28.0,1.0,17.0,0.0,1.0,0.0,1.0,4.0,8.0,,,,,,,0.0,1.0,4.0,2.0,8.0,,0.0,4.0,9.0,1.0,,1.0,,,3.0,14.0,AUS,ESP,L,Team
506,LOPEZ PINEDO,Daniel,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,ESP,AUS,W,Player
507,MUNARRIZ EGANA,Alberto,22:49,22.0,49.0,2.0,3.0,2.0,3.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,0.0,ESP,AUS,W,Player
508,GRANADOS ORTEGA,Alvaro,22:09,22.0,9.0,4.0,7.0,1.0,3.0,,,,,1.0,2.0,,,,,2.0,2.0,,,,1.0,1.0,,,,,,,,,,,0.0,ESP,AUS,W,Player
509,SANAHUJA,Bernat,20:21,20.0,21.0,0.0,5.0,0.0,5.0,,,,,,,,,,,,,,,,2.0,,,1.0,1.0,1.0,,,,,,,1.0,ESP,AUS,W,Player
510,de TORO DOMINGUEZ,Miguel,13:58,13.0,58.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,1.0,ESP,AUS,W,Player
511,LARUMBE GONFAUS,Marc,19:48,19.0,48.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,2.0,ESP,AUS,W,Player
512,FAMERA,Martin,15:08,15.0,8.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,,,,,,,1.0,ESP,AUS,W,Player
513,FERNANDEZ MIRANDA,Francisco,22:20,22.0,20.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,0.0,ESP,AUS,W,Player
514,TAHULL COMPTE,Roger,12:25,12.0,25.0,2.0,3.0,,,1.0,1.0,,,1.0,2.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,ESP,AUS,W,Player
515,PERRONE ROCHA,Felipe,16:40,16.0,40.0,3.0,4.0,0.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,0.0,ESP,AUS,W,Player
516,MALLARACH GUELL,Blai,14:11,14.0,11.0,2.0,2.0,,,,,,,2.0,2.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,0.0,ESP,AUS,W,Player
517,BUSTOS SANCHEZ,Ale andro,12:11,12.0,11.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,1.0,,,,,,2.0,,,,,,,2.0,ESP,AUS,W,Player
518,,,,,,16.0,30.0,5.0,16.0,1.0,1.0,,,6.0,9.0,,,,,3.0,3.0,1.0,1.0,5.0,6.0,6.0,2.0,4.0,4.0,7.0,1.0,,,,,,8.0,ESP,AUS,W,Team
519,BIJAC,Marko,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,CRO,SRB,W,Player
520,MACAN,Marko,6:54,6.0,54.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,,,,,,,3.0,CRO,SRB,W,Player
521,FATOVIC,Loren,23:24,23.0,24.0,0.0,2.0,,,,,,,0.0,2.0,,,,,,,,,,1.0,2.0,,,,,1.0,,,1.0,,,2.0,CRO,SRB,W,Player
522,LONCAR,Luka,13:28,13.0,28.0,1.0,2.0,,,0.0,1.0,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,0.0,CRO,SRB,W,Player
523,JOKOVIC,Maro,23:51,23.0,51.0,4.0,9.0,1.0,5.0,,,,,2.0,3.0,,,,,,,1.0,1.0,,,,,,,2.0,,,,1.0,,,3.0,CRO,SRB,W,Player
524,BUKIC,Luka,26:18,26.0,18.0,3.0,4.0,1.0,1.0,,,,,2.0,3.0,,,,,,,,,,1.0,,2.0,2.0,3.0,2.0,,,,,,,2.0,CRO,SRB,W,Player
525,VUKICEVIC,Ante,16:13,16.0,13.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,3.0,CRO,SRB,W,Player
526,BUSLJE,Andro,15:32,15.0,32.0,1.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,2.0,CRO,SRB,W,Player
527,MILOS,Lovre,18:57,18.0,57.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,,,,,,,,0.0,CRO,SRB,W,Player
528,VRLIC,Josip,16:29,16.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,CRO,SRB,W,Player
529,OBRADOVIC,Paulo,11:19,11.0,19.0,4.0,4.0,3.0,3.0,,,,,1.0,1.0,,,,,,,,,,,,,,,2.0,,,,,,,2.0,CRO,SRB,W,Player
530,GARCIA GADEA,Javier,19:35,19.0,35.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,CRO,SRB,W,Player
531,,,,,,14.0,29.0,6.0,16.0,0.0,1.0,,,6.0,10.0,,,,,,,2.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,11.0,3.0,1.0,,3.0,,1.0,19.0,CRO,SRB,W,Team
532,PIJETLOVIC,Go ko,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,SRB,CRO,L,Player
533,MANDIC,Dusan,26:10,26.0,10.0,1.0,6.0,1.0,3.0,0.0,1.0,,,0.0,2.0,,,,,,,,,,2.0,1.0,,,,,1.0,,,,,,1.0,SRB,CRO,L,Player
534,DEDOVIC,Nikola,16:44,16.0,44.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,,,2.0,SRB,CRO,L,Player
535,RANDELOVIC,Sava,6:56,6.0,56.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,2.0,,,,,,,2.0,SRB,CRO,L,Player
536,LAZIC,Dorde,11:47,11.0,47.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,0.0,SRB,CRO,L,Player
537,PIJETLOVIC,Dusko,14:10,14.0,10.0,1.0,3.0,,,0.0,1.0,,,1.0,2.0,,,,,,,,,2.0,,,1.0,,,,,,,,,,0.0,SRB,CRO,L,Player
538,RASOVIC,Strahin a,26:59,26.0,59.0,2.0,5.0,0.0,2.0,,,,,2.0,3.0,,,,,,,,,,,1.0,,1.0,3.0,1.0,,,,,,,1.0,SRB,CRO,L,Player
539,ALEKSIC,Milan,9:54,9.0,54.0,0.0,2.0,0.0,1.0,,,,,0.0,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,2.0,SRB,CRO,L,Player
540,JAKSIC,Nikola,18:10,18.0,10.0,3.0,5.0,0.0,1.0,,,,,3.0,4.0,,,,,,,,,1.0,,1.0,1.0,,,2.0,,,,,,,2.0,SRB,CRO,L,Player
541,FILIPOVIC,Filip,24:09,24.0,9.0,2.0,4.0,1.0,1.0,,,1.0,1.0,0.0,2.0,,,,,,,,,,1.0,3.0,,,,,,,,,,,0.0,SRB,CRO,L,Player
542,PRLAINOVIC,Andri a,26:31,26.0,31.0,1.0,3.0,0.0,1.0,,,,,0.0,1.0,,,,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,1.0,SRB,CRO,L,Player
543,MITROVIC,Stefan,10:30,10.0,30.0,1.0,2.0,,,,,,,1.0,2.0,,,,,,,,,,,,,,,1.0,2.0,,,,,,3.0,SRB,CRO,L,Player
544,,,,,,12.0,34.0,2.0,11.0,0.0,2.0,1.0,1.0,8.0,19.0,,,,,1.0,1.0,,,4.0,4.0,7.0,3.0,2.0,4.0,9.0,3.0,,2.0,,,,14.0,SRB,CRO,L,Team
545,Del LUNGO,Marco,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,ITA,JPN,W,Player
546,Di FULVIO,Francesco,16:59,16.0,59.0,1.0,4.0,1.0,2.0,,,0.0,1.0,,,0.0,1.0,,,,,,,2.0,1.0,,,2.0,2.0,,1.0,,,,,,1.0,ITA,JPN,W,Player
547,LUONGO,Stefano,15:51,15.0,51.0,1.0,3.0,0.0,1.0,0.0,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,1.0,2.0,ITA,JPN,W,Player
548,FIGLIOLI,Pietro,13:00,13.0,0.0,3.0,3.0,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,0.0,ITA,JPN,W,Player
549,PRESCIUTTI,Nicholas,17:28,17.0,28.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,1.0,,,,,,2.0,3.0,ITA,JPN,W,Player
550,VELOTTO,Alessandro,24:55,24.0,55.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,4.0,,1.0,,,,1.0,,,,,,1.0,ITA,JPN,W,Player
551,RENZUTO IODICE,Vincenzo,24:08,24.0,8.0,1.0,2.0,,,,,,,0.0,1.0,,,,,1.0,1.0,,,1.0,1.0,2.0,,,,2.0,,,,,,,2.0,ITA,JPN,W,Player
552,ECHENIQUE,Gonzalo,15:44,15.0,44.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,2.0,,,,,1.0,,,,,1.0,ITA,JPN,W,Player
553,FIGARI,Niccolo,11:40,11.0,40.0,2.0,4.0,0.0,1.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,2.0,ITA,JPN,W,Player
554,BODEGAS,Michael Alexandre,16:09,16.0,9.0,3.0,4.0,1.0,1.0,0.0,1.0,,,2.0,2.0,,,,,,,,,2.0,,1.0,,,,,1.0,,,,,,1.0,ITA,JPN,W,Player
555,AICARDI,Matteo,13:24,13.0,24.0,2.0,2.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,,1.0,,,,1.0,ITA,JPN,W,Player
556,DOLCE,Vincenzo,22:42,22.0,42.0,1.0,2.0,0.0,1.0,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,1.0,ITA,JPN,W,Player
557,,,,,,16.0,26.0,3.0,7.0,1.0,3.0,1.0,2.0,7.0,9.0,0.0,1.0,,,3.0,3.0,1.0,1.0,6.0,12.0,7.0,4.0,4.0,4.0,5.0,3.0,1.0,1.0,2.0,,3.0,15.0,ITA,JPN,W,Team
558,TANAMURA,Katsuyuki,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,0.0,JPN,ITA,L,Player
559,ADACHI,Seiya,23:03,23.0,3.0,1.0,4.0,,,,,,,1.0,2.0,0.0,1.0,,,,,0.0,1.0,,1.0,1.0,,0.0,1.0,,1.0,,,,,,1.0,JPN,ITA,L,Player
560,KOPPU,Harukiirario,21:29,21.0,29.0,0.0,1.0,,,,,,,,,0.0,1.0,,,,,,,1.0,2.0,,,,,,,,,,,1.0,1.0,JPN,ITA,L,Player
561,SHIGA,Mitsuaki,20:36,20.0,36.0,1.0,5.0,0.0,2.0,,,,,0.0,1.0,,,,,,,1.0,2.0,,4.0,,,,,,,,,,,1.0,1.0,JPN,ITA,L,Player
562,YOSHIDA,Takuma,16:54,16.0,54.0,0.0,2.0,,,,,,,0.0,2.0,,,,,,,,,,,,,0.0,1.0,,,1.0,,,,,1.0,JPN,ITA,L,Player
563,SUZUKI,Toi,13:45,13.0,45.0,1.0,2.0,,,,,1.0,1.0,,,0.0,1.0,,,,,,,1.0,1.0,,,0.0,1.0,,,,,,,,0.0,JPN,ITA,L,Player
564,SHIMIZU,Yusuke,12:13,12.0,13.0,0.0,3.0,,,0.0,2.0,,,0.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,JPN,ITA,L,Player
565,TAKATA,Mitsuru,11:14,11.0,14.0,1.0,2.0,,,,,,,1.0,1.0,,,,,,,0.0,1.0,1.0,,,,,,,2.0,,,,,,2.0,JPN,ITA,L,Player
566,ARAI,Atsushi,19:45,19.0,45.0,1.0,2.0,,,,,,,1.0,1.0,,,,,0.0,1.0,,,,1.0,,,0.0,1.0,1.0,2.0,,,,,,3.0,JPN,ITA,L,Player
567,INABA,Yusuke,25:37,25.0,37.0,3.0,8.0,0.0,2.0,,,,,1.0,2.0,0.0,2.0,,,2.0,2.0,,,,1.0,1.0,1.0,,,,1.0,,,,,,1.0,JPN,ITA,L,Player
568,OKAWA,Keigo,20:31,20.0,31.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,JPN,ITA,L,Player
569,ARAKI,Kenta,6:53,6.0,53.0,0.0,1.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,JPN,ITA,L,Player
570,,,,,,8.0,32.0,0.0,6.0,0.0,3.0,1.0,1.0,4.0,10.0,0.0,5.0,,,2.0,3.0,1.0,4.0,3.0,16.0,2.0,1.0,0.0,4.0,1.0,7.0,1.0,,,,3.0,12.0,JPN,ITA,L,Team
571,CARD,Devon,14:48,14.0,48.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,0.0,RSA,GRE,L,Player
572,REZELMAN,Timothy,15:32,15.0,32.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,RSA,GRE,L,Player
573,BADENHORST,Nardus,16:15,16.0,15.0,1.0,3.0,0.0,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,RSA,GRE,L,Player
574,LAURENSON,Cameron Bain,13:07,13.0,7.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,RSA,GRE,L,Player
575,STONE,Ross,23:14,23.0,14.0,2.0,6.0,1.0,3.0,,,,,1.0,3.0,,,,,,,,,,,1.0,1.0,0.0,1.0,,,,1.0,,,,1.0,RSA,GRE,L,Player
576,EVEZARD,Jason,24:22,24.0,22.0,1.0,6.0,1.0,3.0,0.0,1.0,,,0.0,1.0,,,0.0,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,2.0,,,,,,,2.0,RSA,GRE,L,Player
577,RODDA,Nicholas,24:16,24.0,16.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,,,1.0,,1.0,2.0,,,,,,,1.0,1.0,RSA,GRE,L,Player
578,MARGRO,Yaseen,19:08,19.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,RSA,GRE,L,Player
579,MAYMAN,Mogamad Farouk,8:15,8.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,RSA,GRE,L,Player
580,NEILL,Liam,15:37,15.0,37.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,RSA,GRE,L,Player
581,STEWART,Donn,17:26,17.0,26.0,0.0,4.0,0.0,4.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,RSA,GRE,L,Player
582,MAY,Gareth,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,RSA,GRE,L,Player
583,,,,,,5.0,22.0,2.0,11.0,1.0,2.0,,,2.0,8.0,,,0.0,1.0,,,,,8.0,,4.0,3.0,2.0,4.0,7.0,,,1.0,,,1.0,9.0,RSA,GRE,L,Team
584,GENIDOUNIAS,Konstantinos,13:43,13.0,43.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,0.0,1.0,1.0,,,,1.0,2.0,,1.0,,,,,,1.0,GRE,RSA,W,Player
585,SKOUMPAKIS,Dimitrios,16:13,16.0,13.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,2.0,GRE,RSA,W,Player
586,KAPOTSIS,Marios,20:44,20.0,44.0,3.0,4.0,1.0,1.0,,,,,1.0,1.0,,,,,,,1.0,2.0,,1.0,1.0,1.0,,,1.0,,,,,,,1.0,GRE,RSA,W,Player
587,FOUNTOULIS,Ioannis,16:30,16.0,30.0,5.0,6.0,2.0,3.0,,,,,1.0,1.0,,,,,,,2.0,2.0,,1.0,1.0,,,,1.0,,,,,,,1.0,GRE,RSA,W,Player
